oke-public-cloud-provider-oci                     , oke-multiarch-1.25-083ea4f-98
oke-public-cloud-provider-oci                     , oke-1.22-571aa0f-97
oke-public-cloud-provider-oci-arm                 , oke-1.22-571aa0f-97
oke-public-cloud-provider-oci                     , oke-1.22-aa9948e-192
oke-public-cloud-provider-oci-arm                 , oke-1.22-aa9948e-192
oke-public-cloud-provider-oci                     , oke-multiarch-1.22-aa9948e-192
oke-public-cloud-provider-oci                     , oke-1.22-1af6633-208
oke-public-cloud-provider-oci-arm                 , oke-1.22-1af6633-208
oke-public-cloud-provider-oci                     , oke-multiarch-1.22-1af6633-208
oke-public-cloud-provider-oci                     , oke-1.19-51b2732-198
oke-public-cloud-provider-oci-arm                 , oke-1.19-51b2732-198
oke-public-cloud-provider-oci                     , oke-multiarch-1.19-51b2732-198
oke-public-cloud-provider-oci                     , oke-1.19-5028390-211
oke-public-cloud-provider-oci-arm                 , oke-1.19-5028390-211
oke-public-cloud-provider-oci                     , oke-1.23-2b5321f-104
oke-public-cloud-provider-oci-arm                 , oke-1.23-2b5321f-104
oke-public-cloud-provider-oci                     , oke-multiarch-1.23-2b5321f-104
oke-public-cloud-provider-oci                     , oke-1.23-16022dc-95
oke-public-cloud-provider-oci-arm                 , oke-1.23-16022dc-95
oke-public-cloud-provider-oci                     , oke-multiarch-1.23-16022dc-95
oke-public-cloud-provider-oci                     , oke-1.23-94dc7a6-27
oke-public-cloud-provider-oci-arm                 , oke-1.23-94dc7a6-27
oke-public-cloud-provider-oci                     , oke-1.24-f462c04-106
oke-public-cloud-provider-oci-arm                 , oke-1.24-f462c04-106
oke-public-cloud-provider-oci                     , oke-multiarch-1.24-f462c04-106
oke-public-cloud-provider-oci                     , oke-1.24-d4f6dc1-56
oke-public-cloud-provider-oci-arm                 , oke-1.24-d4f6dc1-56
oke-public-cloud-provider-oci                     , oke-multiarch-1.24-d4f6dc1-56
oke-public-cloud-provider-oci                     , oke-1.24-e2bf607-140
oke-public-cloud-provider-oci-arm                 , oke-1.24-e2bf607-140
oke-public-cloud-provider-oci                     , oke-multiarch-1.24-e2bf607-140
oke-public-cloud-provider-oci                     , oke-1.24-9448c95-98
oke-public-cloud-provider-oci-arm                 , oke-1.24-9448c95-98
oke-public-cloud-provider-oci                     , oke-multiarch-1.24-9448c95-98
oke-public-cloud-provider-oci                     , oke-1.24-862bffa-31
oke-public-cloud-provider-oci-arm                 , oke-1.24-862bffa-31
oke-public-cloud-provider-oci                     , oke-1.26-4454daa-100
oke-public-cloud-provider-oci-arm                 , oke-1.26-4454daa-100
oke-public-cloud-provider-oci                     , oke-multiarch-1.26-4454daa-100
oke-public-cloud-provider-oci-linux_x86_64        , v1.25-f6e6131af43-12
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.25-f6e6131af43-12
oke-public-cloud-provider-oci                     , v1.25-f6e6131af43-12
oke-public-cloud-provider-oci-linux_x86_64        , v1.26-73ac4e8121d-12
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.26-73ac4e8121d-12
oke-public-cloud-provider-oci                     , v1.26-73ac4e8121d-12
oke-public-cloud-provider-oci-linux_x86_64        , v1.27-84a82e6e492-12
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.27-84a82e6e492-12
oke-public-cloud-provider-oci                     , v1.27-84a82e6e492-12
oke-public-cloud-provider-oci-linux_x86_64        , v1.28-bc1638e77df-5
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.28-bc1638e77df-5
oke-public-cloud-provider-oci                     , v1.28-bc1638e77df-5
oke-public-cloud-provider-oci-linux_x86_64        , v1.26-dca83abc78b-11
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.26-dca83abc78b-11
oke-public-cloud-provider-oci                     , v1.26-dca83abc78b-11
oke-public-cloud-provider-oci-linux_x86_64        , v1.26-1a028068a9d-10
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.26-1a028068a9d-10
oke-public-cloud-provider-oci                     , v1.26-1a028068a9d-10
oke-public-cloud-provider-oci                     , oke-1.26-a6090e0-216
oke-public-cloud-provider-oci-arm                 , oke-1.26-a6090e0-216
oke-public-cloud-provider-oci                     , oke-multiarch-1.26-a6090e0-216
oke-public-cloud-provider-oci-linux_x86_64        , v1.25-df04875106c-4
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.25-df04875106c-4
oke-public-cloud-provider-oci                     , v1.25-df04875106c-4
oke-public-cloud-provider-oci-linux_x86_64        , v1.26-f361cd27a7d-4
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.26-f361cd27a7d-4
oke-public-cloud-provider-oci                     , v1.26-f361cd27a7d-4
oke-public-cloud-provider-oci-linux_x86_64        , v1.27-90996b26cd1-4
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.27-90996b26cd1-4
oke-public-cloud-provider-oci                     , v1.27-90996b26cd1-4
oke-public-cloud-provider-oci-linux_x86_64        , v1.25-ed706a20a85-7
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.25-ed706a20a85-7
oke-public-cloud-provider-oci                     , v1.25-ed706a20a85-7
oke-public-cloud-provider-oci-linux_x86_64        , v1.26-46a75cc4065-7
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.26-46a75cc4065-7
oke-public-cloud-provider-oci                     , v1.26-46a75cc4065-7
oke-public-cloud-provider-oci-linux_x86_64        , v1.27-621480e7d56-7
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.27-621480e7d56-7
oke-public-cloud-provider-oci                     , v1.27-621480e7d56-7
oke-public-cloud-provider-oci-linux_x86_64        , v1.25-a8c44017143-10
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.25-a8c44017143-10
oke-public-cloud-provider-oci                     , v1.25-a8c44017143-10
oke-public-cloud-provider-oci-linux_x86_64        , v1.25-d4af7ce95df-11
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.25-d4af7ce95df-11
oke-public-cloud-provider-oci                     , v1.25-d4af7ce95df-11
oke-public-cloud-provider-oci-linux_x86_64        , v1.27-1d7358366b9-11
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.27-1d7358366b9-11
oke-public-cloud-provider-oci                     , v1.27-1d7358366b9-11
oke-public-cloud-provider-oci-linux_x86_64        , v1.28-53cf7360e37-4
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.28-53cf7360e37-4
oke-public-cloud-provider-oci                     , v1.28-53cf7360e37-4
oke-public-cloud-provider-oci-linux_x86_64        , v1.25-bbffbc29152-18
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.25-bbffbc29152-18
oke-public-cloud-provider-oci                     , v1.25-bbffbc29152-18
oke-public-cloud-provider-oci-linux_x86_64        , v1.26-91f07351050-18
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.26-91f07351050-18
oke-public-cloud-provider-oci                     , v1.26-91f07351050-18
oke-public-cloud-provider-oci-linux_x86_64        , v1.27-8b5017ef4e2-18
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.27-8b5017ef4e2-18
oke-public-cloud-provider-oci                     , v1.27-8b5017ef4e2-18
oke-public-cloud-provider-oci-linux_x86_64        , v1.28-93003cd8515-11
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.28-93003cd8515-11
oke-public-cloud-provider-oci                     , v1.28-93003cd8515-11
oke-public-cloud-provider-oci-linux_x86_64        , v1.28-94e5f680ebe-3
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.28-94e5f680ebe-3
oke-public-cloud-provider-oci                     , v1.28-94e5f680ebe-3
oke-public-cloud-provider-oci-linux_x86_64        , v1.25-e402eabbe0a-25
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.25-e402eabbe0a-25
oke-public-cloud-provider-oci                     , v1.25-e402eabbe0a-25
oke-public-cloud-provider-oci-linux_x86_64        , v1.26-d5c95b4f813-25
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.26-d5c95b4f813-25
oke-public-cloud-provider-oci                     , v1.26-d5c95b4f813-25
oke-public-cloud-provider-oci-linux_x86_64        , v1.27-ff66a5f1ae0-24
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.27-ff66a5f1ae0-24
oke-public-cloud-provider-oci                     , v1.27-ff66a5f1ae0-24
oke-public-cloud-provider-oci                     , oke-1.25-4e24935-224
oke-public-cloud-provider-oci-arm                 , oke-1.25-4e24935-224
oke-public-cloud-provider-oci                     , oke-multiarch-1.25-4e24935-224
oke-public-cloud-provider-oci                     , oke-1.26-29cfa15-158
oke-public-cloud-provider-oci-arm                 , oke-1.26-29cfa15-158
oke-public-cloud-provider-oci                     , oke-multiarch-1.26-29cfa15-158
oke-public-cloud-provider-oci                     , oke-1.27-bc782af-23
oke-public-cloud-provider-oci-arm                 , oke-1.27-bc782af-23
oke-public-cloud-provider-oci                     , oke-multiarch-1.27-bc782af-23
oke-public-cloud-provider-oci                     , oke-1.25-a5065bf-341
oke-public-cloud-provider-oci-arm                 , oke-1.25-a5065bf-341
oke-public-cloud-provider-oci                     , oke-multiarch-1.25-a5065bf-341
oke-public-cloud-provider-oci                     , oke-1.27-59312aa-46
oke-public-cloud-provider-oci-arm                 , oke-1.27-59312aa-46
oke-public-cloud-provider-oci                     , oke-multiarch-1.27-59312aa-46
oke-public-cloud-provider-oci-linux_x86_64        , v1.25-6a4968a0935-29
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.25-6a4968a0935-29
oke-public-cloud-provider-oci                     , v1.25-6a4968a0935-29
oke-public-cloud-provider-oci-linux_x86_64        , v1.26-0685e05229e-33
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.26-0685e05229e-33
oke-public-cloud-provider-oci                     , v1.26-0685e05229e-33
oke-public-cloud-provider-oci-linux_x86_64        , v1.27-316b0447925-29
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.27-316b0447925-29
oke-public-cloud-provider-oci                     , v1.27-316b0447925-29
oke-public-cloud-provider-oci-linux_x86_64        , v1.28-51d751ef18e-24
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.28-51d751ef18e-24
oke-public-cloud-provider-oci                     , v1.28-51d751ef18e-24
oke-public-cloud-provider-oci-linux_x86_64        , v1.29-8b155b26267-10
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.29-8b155b26267-10
oke-public-cloud-provider-oci                     , v1.29-8b155b26267-10
oke-public-cloud-provider-oci-linux_x86_64        , v1.27-ff66a5f1ae0-24
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.27-ff66a5f1ae0-24
oke-public-cloud-provider-oci                     , v1.27-ff66a5f1ae0-24
oke-public-cloud-provider-oci-linux_x86_64        , v1.28-5f2e34f4a04-16
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.28-5f2e34f4a04-16
oke-public-cloud-provider-oci                     , v1.28-5f2e34f4a04-16
oke-public-cloud-provider-oci-linux_x86_64        , v1.29-eaf7462813a-5
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.29-eaf7462813a-5
oke-public-cloud-provider-oci                     , v1.29-eaf7462813a-5
oke-public-cloud-provider-oci-linux_x86_64        , v1.27-88f1aaae3b3-33
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.27-88f1aaae3b3-33
oke-public-cloud-provider-oci                     , v1.27-88f1aaae3b3-33
oke-public-cloud-provider-oci-linux_x86_64        , v1.28-82f08e51cb0-27
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.28-82f08e51cb0-27
oke-public-cloud-provider-oci                     , v1.28-82f08e51cb0-27
oke-public-cloud-provider-oci-linux_x86_64        , v1.29-b4676b971bb-13
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.29-b4676b971bb-13
oke-public-cloud-provider-oci                     , v1.29-b4676b971bb-13
oke-public-cloud-provider-oci                     , oke-1.19-73d694a-238
oke-public-cloud-provider-oci-arm                 , oke-1.19-73d694a-238
oke-public-cloud-provider-oci                     , oke-1.23-4c65264-146
oke-public-cloud-provider-oci-arm                 , oke-1.23-4c65264-146
oke-public-cloud-provider-oci-linux_x86_64        , v1.27-1d94a946745-2
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.27-1d94a946745-2
oke-public-cloud-provider-oci                     , v1.27-1d94a946745-2
oke-public-cloud-provider-oci-linux_x86_64        , v1.28-3f6172ed2bd-2
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.28-3f6172ed2bd-2
oke-public-cloud-provider-oci                     , v1.28-3f6172ed2bd-2
oke-public-cloud-provider-oci-linux_x86_64        , v1.29-0391787a442-2
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.29-0391787a442-2
oke-public-cloud-provider-oci                     , v1.29-0391787a442-2
oke-public-cloud-provider-oci-linux_x86_64        , v1.30-28240e5024c-2
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.30-28240e5024c-2
oke-public-cloud-provider-oci                     , v1.30-28240e5024c-2
oke-public-cloud-provider-oci-linux_x86_64        , v1.27-15e83bc2e93-43
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.27-15e83bc2e93-43
oke-public-cloud-provider-oci                     , v1.27-15e83bc2e93-43
oke-public-cloud-provider-oci-linux_x86_64        , v1.28-01f1956dc37-38
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.28-01f1956dc37-38
oke-public-cloud-provider-oci                     , v1.28-01f1956dc37-38
oke-public-cloud-provider-oci-linux_x86_64        , v1.29-0fec189c831-24
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.29-0fec189c831-24
oke-public-cloud-provider-oci                     , v1.29-0fec189c831-24
oke-public-cloud-provider-oci-linux_x86_64        , v1.27-aa6a9328864-47
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.27-aa6a9328864-47
oke-public-cloud-provider-oci                     , v1.27-aa6a9328864-47
oke-public-cloud-provider-oci-linux_x86_64        , v1.28-82bdd7005cb-46
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.28-82bdd7005cb-46
oke-public-cloud-provider-oci                     , v1.28-82bdd7005cb-46
oke-public-cloud-provider-oci-linux_x86_64        , v1.29-8201e7fcfe2-35
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.29-8201e7fcfe2-35
oke-public-cloud-provider-oci                     , v1.29-8201e7fcfe2-35
oke-public-cloud-provider-oci-linux_x86_64        , v1.30-817f8813c94-16
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.30-817f8813c94-16
oke-public-cloud-provider-oci                     , v1.30-817f8813c94-16
oke-public-cloud-provider-oci-linux_x86_64        , v1.28-a57505e55b4-52
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.28-a57505e55b4-52
oke-public-cloud-provider-oci                     , v1.28-a57505e55b4-52
oke-public-cloud-provider-oci-linux_x86_64        , v1.29-a98a9008bb3-45
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.29-a98a9008bb3-45
oke-public-cloud-provider-oci                     , v1.29-a98a9008bb3-45
oke-public-cloud-provider-oci-linux_x86_64        , v1.30-8d91e760223-29
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.30-8d91e760223-29
oke-public-cloud-provider-oci                     , v1.30-8d91e760223-29
oke-public-cloud-provider-oci-linux_x86_64        , v1.27-bee79702e78-3786
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.27-bee79702e78-3786
oke-public-cloud-provider-oci                     , v1.27-bee79702e78-3786
oke-public-cloud-provider-oci-linux_x86_64        , v1.28-af877866952-3787
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.28-af877866952-3787
oke-public-cloud-provider-oci                     , v1.28-af877866952-3787
oke-public-cloud-provider-oci-linux_x86_64        , v1.29-cc407e27df8-3788
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.29-cc407e27df8-3788
oke-public-cloud-provider-oci                     , v1.29-cc407e27df8-3788
oke-public-cloud-provider-oci-linux_x86_64        , v1.30-a171403002c-3785
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.30-a171403002c-3785
oke-public-cloud-provider-oci                     , v1.30-a171403002c-3785
oke-public-cloud-provider-oci-linux_x86_64        , v1.28-4fd3baa095d-43
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.28-4fd3baa095d-43
oke-public-cloud-provider-oci                     , v1.28-4fd3baa095d-43
oke-public-cloud-provider-oci-linux_x86_64        , v1.29-3e680bb14b5-29
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.29-3e680bb14b5-29
oke-public-cloud-provider-oci                     , v1.29-3e680bb14b5-29
oke-public-cloud-provider-oci-linux_x86_64        , v1.30-cdc99090ccd-12
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.30-cdc99090ccd-12
oke-public-cloud-provider-oci                     , v1.30-cdc99090ccd-12
oke-public-cloud-provider-oci-linux_x86_64        , v1.27-278bfe54fe4-3357
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.27-278bfe54fe4-3357
oke-public-cloud-provider-oci                     , v1.27-278bfe54fe4-3357
oke-public-cloud-provider-oci-linux_x86_64        , v1.28-146b8055d69-4346
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.28-146b8055d69-4346
oke-public-cloud-provider-oci                     , v1.28-146b8055d69-4346
oke-public-cloud-provider-oci-linux_x86_64        , v1.29-273b5d85562-4347
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.29-273b5d85562-4347
oke-public-cloud-provider-oci                     , v1.29-273b5d85562-4347
oke-public-cloud-provider-oci-linux_x86_64        , v1.30-3ef36340eb4-4349
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.30-3ef36340eb4-4349
oke-public-cloud-provider-oci                     , v1.30-3ef36340eb4-4349
oke-public-cloud-provider-oci-linux_x86_64        , v1.31-9eff24aa0b4-4348
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.31-9eff24aa0b4-4348
oke-public-cloud-provider-oci                     , v1.31-9eff24aa0b4-4348
oke-public-cloud-provider-oci-linux_x86_64        , v1.31-c1491328453-6
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.31-c1491328453-6
oke-public-cloud-provider-oci                     , v1.31-c1491328453-6
oke-public-cloud-provider-oci-linux_x86_64        , v1.31-32b2397ff78-18
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.31-32b2397ff78-18
oke-public-cloud-provider-oci                     , v1.31-32b2397ff78-18
oke-public-cloud-provider-oci                     , oke-multiarch-1.17-40e9a7a-13
oke-public-cloud-provider-oci                     , oke-multiarch-1.19-73d694a-238
oke-public-cloud-provider-oci                     , oke-1.19-64ab664-255
oke-public-cloud-provider-oci-arm                 , oke-1.19-64ab664-255
oke-public-cloud-provider-oci                     , oke-multiarch-1.19-64ab664-255
oke-public-cloud-provider-oci                     , oke-1.22-9893434-269
oke-public-cloud-provider-oci-arm                 , oke-1.22-9893434-269
oke-public-cloud-provider-oci                     , oke-multiarch-1.22-9893434-269
oke-public-cloud-provider-oci-linux_x86_64        , v1.28-eeb0f8e9df3-57
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.28-eeb0f8e9df3-57
oke-public-cloud-provider-oci                     , v1.28-eeb0f8e9df3-57
oke-public-cloud-provider-oci-linux_x86_64        , v1.30-244b8933d7e-43
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.30-244b8933d7e-43
oke-public-cloud-provider-oci                     , v1.30-244b8933d7e-43
oke-public-cloud-provider-oci-linux_x86_64        , v1.28-fb062bba0df-69
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.28-fb062bba0df-69
oke-public-cloud-provider-oci                     , v1.28-fb062bba0df-69
oke-public-cloud-provider-oci-linux_x86_64        , v1.29-593b5de8c7b-66
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.29-593b5de8c7b-66
oke-public-cloud-provider-oci                     , v1.29-593b5de8c7b-66
oke-public-cloud-provider-oci-linux_x86_64        , v1.30-e29f5456e73-58
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.30-e29f5456e73-58
oke-public-cloud-provider-oci                     , v1.30-e29f5456e73-58
oke-public-cloud-provider-oci-linux_x86_64        , v1.29-0c05aff05d5-4416
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.29-0c05aff05d5-4416
oke-public-cloud-provider-oci                     , v1.29-0c05aff05d5-4416
oke-public-cloud-provider-oci-linux_x86_64        , v1.30-ebf319fb8ca-4419
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.30-ebf319fb8ca-4419
oke-public-cloud-provider-oci                     , v1.30-ebf319fb8ca-4419
oke-public-cloud-provider-oci-linux_x86_64        , v1.31-c9f79b0e2f8-4421
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.31-c9f79b0e2f8-4421
oke-public-cloud-provider-oci                     , v1.31-c9f79b0e2f8-4421
oke-public-cloud-provider-oci-linux_x86_64        , v1.28-ea0f6140510-4417
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.28-ea0f6140510-4417
oke-public-cloud-provider-oci                     , v1.28-ea0f6140510-4417
oke-public-cloud-provider-oci-linux_x86_64        , v1.30-9996b0758fd-4095
oke-public-cloud-provider-oci-linux_arm64_v8      , v1.30-9996b0758fd-4095
oke-public-cloud-provider-oci                     , v1.30-9996b0758fd-4095
# Roma LA images no more needed after CPO release v1.8.0
oke-public-cloud-provider-oci                     , v1.29-b42bf1ab166-4766
oke-public-cloud-provider-oci                     , v1.30-dd9a6803a33-4765
oke-public-cloud-provider-oci                     , v1.31-405cad3eb26-4768
# NOR Operator pre-LA images not needed after NOR LA / CPO release v1.8.0
oke-public-cloud-provider-oci                     , v1.29-9a72942aae3-4951
oke-public-cloud-provider-oci                     , v1.30-cabaec8b1f6-4945
oke-public-cloud-provider-oci                     , v1.31-3132c6be241-4955
# Previous ccm images no more needed after CPO release v1.8.0
oke-public-cloud-provider-oci                     , v1.29-13ef016091f-80
oke-public-cloud-provider-oci                     , v1.30-424c53e6898-73
oke-public-cloud-provider-oci                     , v1.31-46a28c37e3d-32
oke-public-cloud-provider-oci                     , v1.32-2eb6e737df9-2
